BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,SPEED,THROTTLE_POS,class
99,91,2499,62,25.99,48,0.349,0
100,90,2321,19,6.73,45,0.255,0
100,84,1407,20,12.59,10,0.302,0
95.57505103,107.1321954,3921.680514,63.83569306,63.54582883,40.70322681,0.753959625,1
95.88171969,108.4358388,5293.83681,33.1353046,63.93286111,64.7009576,0.737448257,1
101,76,1504,39,8.61,57,0.271,0
100,88,813,78,3.37,26,0.192,0
95.39300629,107.6946811,3908.453536,50.39062976,61.37204024,61.03637893,0.798465366,1
100,83,801,45,5.1,7,0.227,0
100,86,2724,18,7.73,47,0.259,0
100,85,1622,31,15.87,51,0.318,0
100,84,1810,43,13.79,15,0.306,0
99,84,2002,23,8.68,57,0.271,0
100,83,2000,32,16.16,57,0.325,0
100,83,1538,74,18.18,32,0.329,0
100,82,1536,67,18.47,40,0.329,0
96.90429812,109.4555678,5061.6987,61.67591416,64.26407833,31.66339276,0.711248338,1
95.28751017,100.2247419,4948.334138,35.57183967,64.98536998,12.95979033,0.727928517,1
96.69087468,108.5388161,3988.320544,50.83872388,69.42280689,59.0410405,0.884242712,1
95.77950131,101.9200254,5097.236248,60.3951465,61.6114688,21.1763711,0.617473905,1
98,82,812,32,4.65,0,0.212,0
100,87,2650,50,9.28,57,0.275,0
101,89,1689,46,7.09,52,0.271,0
100,84,1829,41,3.15,67,0.306,0
100,83,1934,77,31.22,33,0.38,0
100,82,2030,20,6.01,54,0.243,0
100,83,1819,17,15.32,69,0.314,0
99,83,810,31,4.16,0,0.204,0
99,82,1377,50,11.63,34,0.298,0
97.86663957,108.8632119,4939.545251,44.00928074,66.4650751,64.72519309,0.917072737,1
99,81,1813,34,15.16,13,0.314,0
95.08512104,103.4227529,3602.632499,57.0917826,52.23057055,47.12877343,0.823332408,1
96.73378171,104.6917337,5204.514043,35.17652228,54.24007328,62.56128876,0.907670458,1
100,94,1594,26,14.18,47,0.31,0
100,84,1789,58,28.4,60,0.376,0
100,87,792,33,4.19,0,0.204,0
96.86205834,107.1652251,4928.792851,49.84117768,60.59694194,68.52760997,0.716030129,1
96.74610545,107.3889883,4445.802795,43.62212617,64.35281961,41.93410249,0.932176349,1
101,90,1147,67,13.04,29,0.314,0
101,82,793,33,4.4,0,0.208,0
100,83,2400,43,28.61,52,0.357,0
95.61534331,100.6041002,5181.344939,55.95364956,56.10560637,61.51683124,0.723161944,1
97.08030626,103.9090413,4916.539419,48.79600227,50.84871834,59.55391401,0.636183032,1
99,90,796,37,4.58,0,0.208,0
96.21370606,105.7216237,4625.504409,33.55801802,61.91205398,59.75562838,0.733762791,1
97.29434429,100.2829429,4756.187006,55.60470016,53.30385573,62.16147284,0.803455453,1
95.2630608,100.3336471,4931.942807,44.04145784,68.86384823,16.49332981,0.852477706,1
95.81362738,104.8901929,5050.429202,46.37632314,64.69254505,60.89632653,0.796477367,1
100,84,2106,19,29.3,76,0.361,0
96.83203804,106.0967642,5134.400548,36.75700158,61.72059985,56.87371394,0.931645213,1
99,84,828,33,4.05,23,0.196,0
100,83,1756,53,21.88,53,0.341,0
100,84,1575,58,14.66,58,0.314,0
97.40876958,106.2731621,4733.641048,64.90664843,68.08628605,50.79358167,0.913396048,1
100,83,1568,40,15.85,48,0.318,0
99,87,1703,32,8.25,51,0.275,0
95.4493117,106.2119283,4433.645686,59.63117506,53.01217336,56.32627162,0.65192299,1
100,84,1601,21,4.14,38,0.216,0
95.70870884,103.5849164,5425.570286,31.10635298,57.80041023,54.92675723,0.772073538,1
95.84386619,101.8465485,5064.519676,46.15994512,66.7388259,30.9112961,0.776248666,1
95.6156056,102.6876491,5229.367771,25.21758854,60.00678926,45.24140317,0.687185702,1
99,85,1520,20,13.25,53,0.286,0
100,83,976,66,12.49,28,0.31,0
101,82,2241,68,20.19,31,0.267,0
96.58342548,109.2701498,4895.667304,24.13124036,56.92640522,57.07521746,0.913337168,1
97.12721552,109.541566,4582.012515,68.3554397,59.72810756,19.86779141,0.776309994,1
100,85,2073,39,19.81,63,0.333,0
100,84,800,37,4.7,0,0.216,0
101,83,2098,48,22.9,29,0.345,0
95.66984699,106.4880452,5131.642072,35.46253156,50.26698123,46.22656689,0.81720382,1
97.30886217,109.8486268,5310.437016,46.030377,53.8241339,20.3822097,0.812265842,1
97.57625395,103.8859535,5236.292704,54.02901551,68.47699371,31.33704191,0.614070387,1
100,95,791,30,30.96,0,0.204,0
101,83,1385,78,17.26,29,0.329,0
100,90,1821,38,15.87,17,0.329,0
100,88,1627,31,5.67,30,0.227,0
97.20675623,106.4057662,4233.804328,61.46038908,67.15229754,27.28906319,0.843465371,1
99,84,1157,20,12.21,18,0.302,0
100,88,1450,41,13.73,15,0.322,0
100,96,794,46,3.82,9,0.2,0
99,85,790,36,4.13,14,0.204,0
97.33893321,109.0159278,4351.7747,47.90013886,53.97793837,57.5076872,0.698819516,1
99,91,788,32,3.82,0,0.204,0
100,93,1915,30,15.18,17,0.31,0
100,84,1806,18,5.12,52,0.231,0
96.79043598,101.8285904,3976.946883,24.30308059,61.20298331,62.07093252,0.837644377,1
100,86,1903,26,14.9,55,0.314,0
101,83,1990,76,21.42,48,0.329,0
100,84,1290,19,11.66,13,0.306,0
100,93,1394,23,4.21,31,0.29,0
100,87,1198,32,3.59,16,0.192,0
95.08252108,107.0595923,4541.079663,25.17751617,53.69441275,41.62386842,0.683880451,1
101,94,797,33,4.07,0,0.204,0
100,83,1476,36,9.08,48,0.275,0
100,84,793,34,4.54,0,0.208,0
97.5211602,107.0317646,4119.675011,23.78974522,62.00873545,18.058877,0.659950104,1
100,85,2885,57,51.53,62,0.447,0
96.18087191,109.8063024,4970.33421,43.8297169,50.3302264,58.74159004,0.913457862,1
95.19697356,105.893465,4257.990098,50.20877484,53.30949606,23.13240223,0.641303515,1
100,82,1550,76,10.06,47,0.29,0
100,84,1429,24,10.62,19,0.294,0
101,92,1728,32,17.94,53,0.325,0
95.08430629,105.3603272,5007.735872,67.8137136,51.11321521,12.96662452,0.915941481,1
100,84,2334,44,6.59,47,0.275,0
100,84,1528,51,13.23,45,0.306,0
100,83,843,99,4,57,0.2,0
96.5253404,107.2276629,4877.967205,58.98594602,64.57778561,20.04911272,0.605229844,1
100,84,825,52,5.26,2,0.231,0
96.65392407,108.5020864,3639.983472,40.00439131,62.99507033,13.18661353,0.801855062,1
96.41616445,105.2826297,5490.242397,53.52518598,62.03471911,15.13985415,0.658259877,1
100,82,1583,31,4.14,43,0.216,0
101,88,814,33,4.85,52,0.208,0
97.11369307,101.6865167,3554.954608,57.95265337,62.07995377,17.60768559,0.845209802,1
100,82,1046,32,3.04,50,0.188,0
97.13507608,104.0733538,4710.958125,33.96472282,66.53565831,39.85979076,0.805576037,1
96.4207486,104.6363157,3703.007228,68.39154985,64.09380013,60.70675792,0.894467297,1
100,93,2026,38,36.99,50,0.514,0
99,89,1468,33,8.87,49,0.275,0
99,82,2065,81,35,47,0.4,0
101,83,795,34,4.52,0,0.208,0
100,84,1228,67,13.38,18,0.31,0
100,84,1905,44,20.88,57,0.337,0
100,91,854,33,3.26,17,0.192,0
99,86,1996,55,26.65,45,0.357,0
97.40331426,108.5867138,4869.772445,54.56682567,62.01151819,67.88573085,0.830720088,1
100,83,1600,63,20.16,31,0.337,0
100,84,797,65,4.77,6,0.216,0
100,85,1340,38,3.72,25,0.208,0
95.49778434,100.7900505,4924.063355,40.78636106,61.38335501,51.34197664,0.791665116,1
97.20926213,100.4479288,4270.09797,36.7161142,54.99427465,38.20750934,0.603269095,1
100,82,828,38,3.59,9,0.204,0
97.32859146,106.5789992,5235.190763,65.77151392,55.5175968,25.85944353,0.848720312,1
96.59224917,100.2836978,3945.520279,51.80001943,50.09598516,66.01282981,0.709969779,1
100,96,1593,21,8.19,30,0.267,0
100,82,1522,85,22.63,48,0.357,0
99,87,2189,65,5.31,27,0.227,0
97.06142045,102.0763609,5216.315322,20.38726325,58.35977507,46.65375685,0.603093255,1
100,82,1453,21,10.07,43,0.286,0
96.46993078,101.1307123,4734.206899,60.97435164,61.98171222,47.8245744,0.749028923,1
100,84,2068,38,10.39,43,0.29,0
100,84,1729,44,7.52,36,0.263,0
97.35560233,106.5472216,5056.662166,21.53182157,54.83037546,18.30405733,0.717225112,1
100,83,2699,19,22.82,56,0.341,0
100,84,1355,21,3.74,45,0.204,0
99,85,1760,27,14.96,53,0.314,0
100,84,1700,30,15.47,54,0.318,0
97.85205554,104.1108423,4671.618097,24.5963906,64.02149711,64.93765767,0.757759526,1
99,88,1839,56,10.24,57,0.29,0
100,81,1183,23,3.51,30,0.196,0
99,92,856,60,4.89,34,0.239,0
100,92,797,34,4.17,0,0.204,0
99,82,1046,50,7.2,16,0.263,0
100,84,799,34,15.66,0,0.204,0
100,83,1271,18,3.18,23,0.192,0
99,84,2048,30,7.17,40,0.259,0
100,84,1847,66,28.53,56,0.349,0
100,86,1544,19,9.11,54,0.271,0
97.22798481,108.1535024,5232.00948,21.5470736,55.49712593,22.04938696,0.76161838,1
100,91,804,33,4.54,0,0.208,0
100,80,1794,45,12.8,14,0.314,0
101,89,1803,70,4.66,42,0.224,0
100,84,2036,27,5.88,22,0.243,0
97.2770698,105.3821326,5252.786792,30.98321986,62.40332844,28.14410984,0.837283121,1
100,87,791,51,4.43,23,0.22,0
100,83,2103,32,14.52,26,0.325,0
96.32905186,102.0437445,4000.78055,21.60970972,52.72919912,37.76549181,0.910994717,1
100,82,1297,54,12.61,50,0.306,0
100,97,2503,23,4.99,49,0.271,0
100,85,1583,18,16.45,49,0.318,0
100,95,1959,44,14.14,26,0.31,0
100,86,2060,37,5.93,43,0.227,0
99,88,1601,26,4.12,46,0.216,0
99,84,1847,18,15.56,54,0.314,0
97.99766839,107.0806059,4013.283598,34.52500037,51.96824122,62.58870355,0.600320152,1
95.55205413,104.0326139,4602.86401,22.69851047,69.07523218,69.98890065,0.816040722,1
99,88,1385,50,8.74,43,0.271,0
100,90,1203,33,3.83,14,0.2,0
96.33559105,102.2653719,5246.613652,46.48623701,57.98365314,23.76748466,0.704446452,1
100,83,919,46,7.62,10,0.251,0
95.09489751,109.907746,4078.303675,32.47144469,69.69320724,55.2821145,0.676376271,1
97.63090724,108.2343673,4939.510356,69.58799603,52.39154869,40.9529749,0.784832375,1
99,84,799,35,4.59,0,0.208,0
100,82,1853,27,8.4,48,0.251,0
100,84,825,33,4.17,0,0.204,0
100,84,1595,21,7.58,43,0.227,0
100,81,1419,54,3.58,28,0.216,0
96.76593847,103.4942685,3857.237737,34.9823882,62.24378868,16.01951748,0.835857394,1
96.25622584,101.3174401,4004.431571,59.28320069,59.95807118,39.06319652,0.765091013,1
99,81,2471,19,6.76,66,0.255,0
100,95,799,31,31.91,0,0.2,0
100,82,1929,21,7.9,56,0.267,0
95.45003919,107.8126513,4343.110919,61.86053026,64.94381624,69.55244561,0.615583271,1
101,93,803,30,4.11,0,0.2,0
99,88,1671,19,6.03,47,0.227,0
100,84,1848,41,3.23,69,0.306,0
100,84,1766,45,16.25,55,0.333,0
99,85,875,33,4.62,7,0.208,0
96.99791831,105.9458978,4508.426815,26.41826502,50.27682843,13.82176873,0.768688816,1
95.94634685,105.9766025,5457.0036,31.30192309,56.36032829,65.1666631,0.873213711,1
96.06804856,106.6745144,3530.29842,26.61112424,66.46317762,33.93117813,0.632116951,1
96.94327108,101.4921247,4033.204491,52.8697723,61.91772333,67.91900306,0.917798666,1
96.10362201,104.5703673,5039.79051,26.11054763,59.51586908,10.04475933,0.822124016,1
100,83,977,60,10.28,6,0.294,0
100,95,1749,42,20.82,23,0.337,0
96.71127202,109.6126084,4620.682388,20.55473447,60.94010661,41.52218836,0.654937132,1
96.67289475,104.2421663,5206.034632,56.73038226,55.51662086,64.50559649,0.679460837,1
95.66797469,101.8727965,4982.419453,65.68113056,65.21033681,63.14267784,0.870694482,1
97.39153061,102.7292918,4366.500029,40.30503112,69.84745792,11.60596817,0.888637231,1
99,82,1482,95,26.51,45,0.416,0
95.40003156,103.283528,5204.398078,62.27249402,69.6507933,38.48938969,0.788725527,1
97.32123814,103.390306,4878.39733,37.65461141,65.46160497,63.9798658,0.838322649,1
97.88655829,108.2758034,3666.757337,26.24212527,65.20820112,39.22191099,0.699169501,1
101,86,882,33,4.65,42,0.208,0
96.46338974,100.43853,5092.290007,48.02458193,57.38605666,34.80109334,0.836068185,1
96.91224644,106.406652,4164.625332,67.82194822,67.0470891,26.20471764,0.745605722,1
99,64,835,35,5.05,0,0.22,0
100,82,1871,65,14.92,15,0.314,0
96.76654421,104.5514837,4891.53435,69.67036879,60.32798828,47.57073309,0.840772519,1
100,83,1398,86,23.46,49,0.569,0
97.96425569,100.186872,3902.005258,47.03613727,69.61641756,69.20956052,0.807239253,1
97.08642368,109.6208199,3706.654184,20.24447969,60.12237095,43.426094,0.778006078,1
97.81023338,103.8678464,4140.711504,47.03247993,67.4035956,29.66525842,0.622259249,1
95.27190844,109.29822,5352.41213,59.84333677,51.59538735,35.56531694,0.729330073,1
96.972746,100.8521354,3601.251499,29.80286862,63.31156433,55.78323394,0.7947917,1
100,83,2074,44,34.84,46,0.392,0
100,84,805,43,5.21,0,0.231,0
95.29535219,104.1941554,3858.746815,27.00422085,60.39084186,15.18321498,0.685040097,1
100,84,798,31,4.09,0,0.204,0
98,98,1911,41,5.5,56,0.235,0
100,91,1295,20,3.4,12,0.204,0
100,89,1482,70,21.43,41,0.349,0
95.21666124,105.6336878,5242.763888,41.27862434,62.24811728,36.35087871,0.932429013,1
97.56473065,106.4568602,5460.951332,30.22691532,50.20340369,19.42036619,0.641754287,1
100,83,2155,48,5.63,36,0.263,0
101,83,1083,26,2.8,11,0.188,0
100,81,1459,56,3.92,29,0.212,0
100,88,2082,31,6.18,22,0.247,0
97.76790225,109.1232084,4238.617867,21.09706221,57.78583722,12.53721036,0.820738051,1
100,85,1878,38,13.67,37,0.306,0
99,84,786,36,4.75,0,0.216,0
100,63,791,77,9.27,3,0.278,0
95.50666732,106.2725274,5281.617453,37.88384682,64.33807666,20.09729354,0.637631504,1
100,91,784,41,4.71,9,0.216,0
99,83,1405,55,10.45,46,0.29,0
101,82,1505,52,15.79,48,0.318,0
100,83,804,44,5.67,0,0.239,0
100,88,2591,72,39.69,39,0.392,0
100,85,1928,56,29.58,45,0.373,0
101,88,1904,20,15.96,27,0.318,0
101,84,819,32,4.01,0,0.204,0
100,84,791,34,4.6,0,0.212,0
100,82,2681,19,11.97,42,0.259,0
100,81,2214,47,7.08,28,0.251,0
100,83,2642,20,2.9,54,0.38,0
99,84,803,31,3.9,0,0.204,0
95.76009959,105.0824591,3683.708763,21.18009527,61.55907784,36.76739585,0.612814171,1
96.85318341,103.4672991,5485.287804,60.48951494,60.95663055,19.99191329,0.739512881,1
100,85,1563,49,16.8,47,0.322,0
95.93252462,108.265647,3834.952862,46.94139614,59.05658289,63.88206636,0.825101073,1
101,89,1524,21,11.69,55,0.298,0
97.10510427,101.213263,5282.265243,69.67733033,66.48469374,29.06994634,0.892042172,1
100,93,1326,20,3.62,38,0.204,0
100,94,813,42,4.97,0,0.224,0
95.50141265,107.2783366,4247.255498,53.79714243,67.55795055,37.37013608,0.613437613,1
100,95,1535,36,8.77,23,0.275,0
97.9247093,104.4160214,5261.799356,54.13918283,66.85304996,53.09892329,0.920779134,1
99,84,1794,63,23.97,40,0.333,0
95.97151405,106.7394796,4214.185165,43.25823987,67.94573089,63.57387208,0.929251699,1
97.6229264,104.0424446,4280.503542,21.81062957,54.39606165,43.86586537,0.703159214,1
100,86,2608,19,7.44,28,0.263,0
99,83,1895,36,11.69,57,0.298,0
100,84,808,43,5.14,0,0.224,0
100,87,1823,54,14.36,18,0.302,0
101,88,1257,26,3.51,29,0.2,0
96.41613913,102.9668252,4497.670914,30.70560856,54.80252493,56.05697448,0.725377757,1
95.56690502,103.4012296,4007.101984,24.07334323,67.62528361,51.74273487,0.725904984,1
100,85,2168,28,11.4,42,0.294,0
100,82,1443,21,3.97,38,0.212,0
101,89,1139,55,11.08,37,0.298,0
95.46672378,106.8078766,4285.955865,20.54816472,60.02945987,58.26881209,0.617442346,1
100,83,1537,51,8.16,45,0.267,0
96.96061113,102.5614989,4046.78843,42.58346899,69.69767507,25.36700508,0.796160337,1
99,83,1617,39,14.88,56,0.314,0
100,82,1543,50,13.75,49,0.31,0
101,86,1892,45,18.9,55,0.333,0
100,85,1414,71,18.26,40,0.333,0
97.86989583,109.669281,4645.389416,45.40200494,61.908934,42.32170147,0.676220876,1
100,90,1183,40,11.51,16,0.306,0
100,85,1571,55,6.62,58,0.275,0
97.33705484,103.7654639,4611.044081,44.99710456,63.4582606,54.4432047,0.821186472,1
100,93,1938,41,11.75,41,0.298,0
99,83,819,34,4.07,10,0.208,0
97.29361625,104.2613479,4461.344002,21.35750282,63.57165161,32.47845188,0.761972981,1
97.89671034,100.9658451,4762.80667,43.17203419,63.60294797,36.29420408,0.773229252,1
101,90,785,34,4.29,0,0.208,0
95.43214941,107.9052974,5310.313083,22.6008425,52.41831672,49.95879392,0.859234658,1
100,81,1324,20,3.62,41,0.192,0
100,82,792,43,4.84,0,0.22,0
97.32984081,105.8127213,3534.672519,66.10634727,60.30561941,20.57323814,0.803053867,1
97.39538049,107.9128523,3945.974117,56.78099013,69.56562903,63.29686159,0.620197519,1
101,83,809,33,4.02,0,0.204,0
95.02596365,107.2679252,4229.404902,58.32394727,69.93405703,37.30772026,0.636681603,1
96.11120476,106.613062,5486.089723,47.0473091,69.20308051,32.68987262,0.685692291,1
99,87,1549,41,3.01,18,0.243,0
100,83,798,55,5.08,7,0.227,0
95.78355017,100.3758977,4228.926227,65.33828079,67.98382549,46.54796455,0.647692399,1
97.13335862,102.13002,4010.300348,47.30822273,63.86088438,32.61944302,0.647435153,1
95.04271635,109.9068155,4814.407972,62.71342396,68.28430422,63.31376244,0.824392675,1
99,83,1153,19,9.14,11,0.275,0
100,84,798,40,4.9,27,0.22,0
95.68623478,109.5241104,4228.351868,25.15476197,61.12974995,66.86613887,0.871653266,1
99,89,1413,32,3.3,33,0.204,0
97.81191258,106.3404676,4426.825598,67.39568935,60.61071658,50.98813353,0.868709947,1
97.42511164,100.0176076,4543.311059,33.1739644,61.21643821,42.27237466,0.659781652,1
100,88,2352,52,6.66,40,0.251,0
97.61679177,106.5482778,4938.792973,65.4984315,65.77942481,48.52101291,0.879150095,1
99,84,802,34,4.56,0,0.208,0
100,85,1414,40,7.52,52,0.263,0
101,85,1449,59,15.42,37,0.318,0
100,93,2670,53,29.21,59,0.357,0
96.02725275,107.2441108,5030.551936,45.65920558,53.18655027,68.85534473,0.881628639,1
96.52570764,102.9413255,5441.91375,42.32173984,67.84693656,51.90407404,0.679483155,1
100,81,2382,31,26.77,30,0.353,0
101,83,789,39,4.54,0,0.208,0
99,83,830,53,4.25,19,0.208,0
95.47832963,104.1341892,4115.718442,38.13690203,64.46110033,27.15047347,0.926745929,1
99,94,2272,46,19.86,50,0.333,0
101,92,1843,42,13.19,57,0.306,0
99,83,2168,24,6.86,14,0.247,0
96.33858267,107.497244,5442.741198,25.31682599,54.86802843,46.68866527,0.632716664,1
100,83,2326,20,27.08,72,0.353,0
96.83615296,109.7482422,4596.120891,25.31739566,52.48260906,47.70027534,0.93309095,1
100,84,1997,21,8.54,69,0.29,0
100,86,3720,20,14.11,46,0.31,0
100,93,1459,41,4.22,32,0.271,0
100,90,789,43,4.51,6,0.208,0
100,92,2424,85,29.46,34,0.361,0
100,95,783,33,4.78,2,0.204,0
97.32599803,103.6481148,4140.245623,52.90836206,68.94442125,35.33728045,0.7408095,1
95.86430475,103.5213138,5066.907969,43.98651196,52.78252411,16.58572739,0.768577862,1
98,82,829,40,4.26,8,0.204,0
95.71687153,106.0750041,3837.941762,60.5946438,65.98736541,46.12195838,0.681557428,1
97.10818885,109.1588097,3752.534024,21.36919791,51.01765191,32.51714275,0.911523145,1
98,87,2021,68,19.71,36,0.337,0
99,86,1650,20,9.21,46,0.278,0
97.7704447,102.3052102,5004.500474,55.32242713,59.32126908,45.1605622,0.805627616,1
96.66631549,103.4759752,4098.835393,52.48084154,65.57155121,11.24018162,0.920235436,1
95.96603886,102.2395476,5432.419592,44.4332426,51.09049963,35.73997646,0.820425111,1
95.72402902,105.3012265,5224.660725,25.75861696,57.04982317,46.94795698,0.687389912,1
100,84,1831,18,23.54,53,0.349,0
100,83,1829,68,28.29,56,0.373,0
95.36282057,108.8953262,5093.676784,29.82836434,57.87089948,17.56265197,0.79570319,1
97.81589819,104.5650712,3662.37045,52.85770168,56.2450816,35.92471263,0.668915035,1
101,83,1673,46,22.09,41,0.333,0
96.15438307,102.7461128,3651.91942,33.92467902,63.864419,18.13857893,0.664855115,1
100,84,1829,50,16.78,67,0.322,0
101,92,1743,42,4.5,49,0.224,0
100,92,844,47,6.83,10,0.255,0
99,93,1278,34,6.81,20,0.251,0
100,85,2795,78,43.19,41,0.396,0
96.58375105,101.4837071,5066.681483,57.80734843,68.47860802,58.94177052,0.823108611,1
95.28660996,107.1020585,4515.965287,24.11211454,69.86052904,18.38882511,0.668017872,1
100,83,1534,41,12.48,48,0.302,0
99,82,1745,54,15.17,39,0.31,0
97.17908039,109.9037413,3937.514718,56.81406188,62.55790608,29.11990607,0.877849279,1
100,83,1441,24,11.54,15,0.31,0
95.90769539,107.0453284,5237.223907,41.9476649,52.85027279,45.88395478,0.709175771,1
96.14264671,106.5934046,4011.822348,39.33421274,69.41910677,59.69970468,0.739891129,1
100,84,987,30,2.9,30,0.184,0
96.52374034,103.0771722,4923.469377,33.69286042,57.33870515,41.41282245,0.816800694,1
101,82,1879,31,11.56,58,0.298,0
95.66958946,101.3078733,4060.691862,37.76084469,54.79450916,57.29790228,0.695986484,1
100,91,1551,64,15.22,60,0.318,0
100,83,1576,41,12.49,59,0.302,0
100,86,1615,62,16.83,50,0.322,0
101,81,1337,38,8.9,23,0.275,0
95.13862547,106.1934627,4090.207666,58.63346084,69.68724622,69.88333566,0.765343368,1
101,83,760,36,4.85,1,0.231,0
100,89,1511,41,11.53,35,0.298,0
100,92,799,32,3.75,0,0.2,0
100,83,2265,66,25.89,34,0.349,0
100,83,2582,84,40.7,54,0.392,0
97.06378444,106.2369992,4046.88504,28.58518397,63.09490852,15.84005387,0.898077513,1
101,91,1890,18,4.45,58,0.216,0
100,85,1255,39,3.41,23,0.196,0
95.11243433,102.345578,4146.696159,42.69161316,53.23480812,12.9430605,0.784192628,1
100,90,0,100,0,0,0.294,0
96.91766726,104.6913603,5425.471581,63.55291742,50.05299383,18.43022774,0.69649153,1
95.88220928,103.955088,4882.306376,67.94367043,59.63169759,51.16252015,0.652835945,1
100,86,1628,20,4.17,54,0.224,0
100,83,1457,34,4.61,2,0.216,0
99,84,1722,36,9.7,52,0.298,0
101,82,1254,59,11.41,26,0.298,0
97.9418512,109.2566464,4658.058068,33.78588246,69.13759987,64.50895907,0.630761476,1
100,95,782,33,5.86,0,0.2,0
96.85630813,102.7049063,5414.297928,47.33819071,50.97589531,53.90038795,0.800593794,1
100,90,1690,20,4.8,48,0.227,0
99,92,1698,48,17.64,54,0.325,0
100,91,1592,49,13.31,59,0.306,0
97.41551031,105.1338155,4547.525799,66.90400198,53.25780304,29.43705944,0.86935474,1
100,82,1904,44,16.44,42,0.318,0
100,83,894,64,4.19,41,0.196,0
101,91,1903,52,15.84,59,0.318,0
100,83,1352,67,11.69,32,0.298,0
100,91,1801,76,27.8,60,0.373,0
100,85,1493,20,3.83,51,0.216,0
100,83,1608,34,4.15,22,0.216,0
95.74504912,105.5893765,4067.015297,24.41354374,69.44632842,33.46653352,0.607926429,1
98,88,799,66,4.13,7,0.204,0
99,88,2280,86,39.21,73,0.416,0
96.7209116,105.6058658,4406.285927,68.88189975,69.40087478,59.85479817,0.676996931,1
100,83,1062,20,2.8,36,0.188,0
97.2249042,107.5584207,5437.830799,60.38920894,63.50728872,47.80667966,0.894866231,1
101,82,1052,37,10.07,10,0.286,0
95.75365127,107.1578114,5399.208423,43.9293704,63.3695422,33.17617264,0.891922544,1
100,85,784,40,4.87,18,0.216,0
100,90,1212,31,3.54,19,0.188,0
99,92,789,31,3.91,0,0.204,0
97.77052301,103.1097731,3580.64781,23.32292666,61.80007092,64.29094744,0.830215845,1
100,83,2097,58,5.72,54,0.278,0
96.47409237,104.1246214,4370.678364,29.71935196,64.73765407,38.70338402,0.839920011,1
95.8003039,108.9321597,5118.450841,68.09154421,55.04147018,34.87718878,0.828596475,1
99,88,1569,21,4.21,43,0.22,0
98,97,846,48,9,16,0.282,0
99,83,2734,64,7.42,34,0.263,0
101,99,1773,28,14.82,36,0.314,0
100,85,1153,78,17.86,29,0.345,0
97.65684301,104.7668787,4016.523534,63.90992973,59.71834112,40.81357804,0.915671282,1
100,85,1896,20,23.44,58,0.345,0
100,83,1645,52,15.76,55,0.318,0
99,83,2113,50,9,66,0.282,0
100,84,2329,47,19.89,32,0.329,0
100,85,841,72,10.12,18,0.298,0
96.30691946,109.2720759,4903.212606,34.09553409,53.12942049,22.70504518,0.846381507,1
100,83,931,56,11.43,23,0.302,0
101,79,716,39,5.54,4,0.247,0
100,83,801,70,4.6,9,0.212,0
96.91867886,102.6883121,4392.492012,35.46343971,59.41303271,39.07863218,0.928386553,1
100,86,2305,54,22.32,52,0.341,0
97.80572867,108.2341093,5355.793709,63.86359326,64.95666834,21.90214482,0.674670479,1
101,86,1777,42,6.34,36,0.235,0
100,89,1700,35,4.08,53,0.325,0
96.8252424,101.0085746,3821.573173,36.45415797,67.96936441,31.01484922,0.652074365,1
96.74451043,108.3945885,5289.310744,65.30202571,59.87923733,25.79275801,0.928225174,1
100,83,1696,66,18.41,52,0.329,0
100,83,812,34,3.97,0,0.2,0
100,83,1890,65,22.26,61,0.345,0
95.05345551,109.415168,3712.354342,28.12214021,61.28867186,42.09554348,0.624552676,1
97.93853084,100.886406,3853.979411,51.04170827,58.74588126,26.55472785,0.739897985,1
99,82,1534,33,3.8,24,0.208,0
95.9314128,101.4387923,3765.486762,29.62518762,62.68284794,37.3911377,0.754105723,1
96.71703072,109.6204048,3806.142742,30.14070184,68.31484563,62.81689728,0.607861955,1
100,83,820,31,3.13,0,0.192,0
100,85,1453,49,11.67,54,0.298,0
100,84,1588,39,10.93,60,0.294,0
100,94,793,34,4.58,0,0.208,0
97.09640482,105.9166024,4124.874378,23.70457662,50.13917662,64.21727419,0.903047437,1
96.98060191,103.0527645,4654.557552,23.91338741,69.45389649,19.69158402,0.87655269,1
95.7849656,101.5548526,3710.065334,61.73804264,63.78041664,49.76531601,0.663591412,1
101,83,1544,23,4.09,21,0.212,0
95.14162971,109.7272657,4575.439892,59.26514589,63.78436976,29.7235215,0.863429543,1
100,91,1904,20,31.09,44,0.384,0
100,84,805,40,4.21,29,0.204,0
101,93,1251,31,3.51,22,0.2,0
100,86,1432,18,15.5,66,0.325,0
100,83,1656,59,18.81,41,0.333,0
100,91,1533,19,29.05,28,0.416,0
100,84,2143,43,26.39,70,0.353,0
99,98,811,33,4.09,0,0.204,0
99,84,1985,69,21.01,65,0.341,0
100,83,1542,53,14.81,47,0.314,0
100,89,825,31,4.81,30,0.22,0
100,84,1934,27,10.5,41,0.29,0
97.02011626,105.9937625,4694.043638,26.40346746,50.42590228,31.49072269,0.731753759,1
100,81,915,20,3.85,21,0.204,0
96.64625067,108.8234368,3798.109852,65.05090761,53.45633782,32.24997557,0.734749759,1
96.19368327,106.7880527,3997.203322,34.06423565,65.74754146,10.70806974,0.797428085,1
100,93,830,35,4.91,5,0.22,0
101,87,1671,58,19.12,64,0.333,0
100,93,791,35,4.58,13,0.208,0
99,84,807,32,4.33,0,0.204,0
